120000, 0, 5.248476e-218
120000, 0, 9.440193e-221
120000, 0, 8.271101e-221
120000, 0, 5.415482e-219
120000, 0, 2.132789e-221
120000, 0, 1.148564e-221
120000, 0, 6.884971e-220
120000, 0, 5.155050e-221
120000, 0, 2.631321e-219
120000, 0, 6.424293e-218
120000, 0, nan
120000, 0, nan
120000, 0, 4.121331e-012
120000, 0, 9.245158e-012
120000, 0, 3.139886e-012
120000, 0, 1.018512e-012
120000, 0, 8.820439e-013
120000, 0, 3.769306e-012
120000, 0, 1.800769e-012
120000, 0, 4.565751e-012
120000, 0, 2.957210e-012
120000, 0, 3.553687e-012
120000, 0, 5.153849e-012
120000, 0, 1.464428e-011
120000, 0, 4.001164e-012
120000, 0, 2.289670e-012
120000, 0, 2.604003e-012
120000, 0, 2.686116e-012
120000, 0, 7.606019e-013
120000, 0, 9.536832e-013
120000, 0, 9.104519e-012
120000, 0, 7.675128e-012
120000, 0, 8.240382e-012
120000, 0, 3.664509e-012
120000, 0, 2.300250e-012
120000, 0, 4.972404e-012
120000, 0, 8.384726e-013
120000, 0, 2.264497e-012
120000, 0, 5.497429e-013
120000, 0, 4.808703e-012
120000, 0, 1.333482e-012
120000, 0, 1.765260e-011
120000, 0, 7.618304e-012
120000, 0, 3.554656e-012
120000, 0, 3.757619e-012
120000, 0, 6.543822e-012
120000, 0, 4.885061e-012
120000, 0, 3.236478e-012
120000, 0, 3.318505e-012
120000, 0, 6.694610e-013
120000, 0, 2.724394e-012
120000, 0, 2.475857e-012
120000, 0, 2.181650e-012
120000, 0, 2.139664e-012
120000, 0, 7.302709e-013
120000, 0, 1.695212e-012
120000, 0, 2.041841e-012
120000, 0, 4.572000e-012
120000, 0, 5.384425e-012
120000, 0, 5.742990e-013
120000, 0, 4.553124e-012
120000, 0, 2.373116e-012
120000, 0, 1.613126e-012
120000, 0, 3.290866e-012
120000, 0, 8.949655e-013
120000, 0, 1.872288e-012
120000, 0, 2.173805e-012
120000, 0, 1.829877e-012
120000, 0, 5.836264e-012
120000, 0, 1.889107e-012
120000, 0, 8.924946e-012
120000, 0, 2.874724e-012
120000, 0, 3.025697e-012
120000, 0, 7.849649e-012
120000, 0, 1.435496e-012
120000, 0, 1.118227e-011
120000, 0, 5.464057e-012
120000, 0, 5.846914e-012
120000, 0, 3.284149e-012
120000, 0, 1.560644e-012
120000, 0, 1.565397e-012
120000, 0, 4.414357e-012
120000, 0, 2.756516e-013
120000, 0, 1.008102e-011
120000, 0, 1.531659e-012
120000, 0, 3.417215e-012
120000, 0, 3.718813e-012
120000, 0, 3.969832e-012
120000, 0, 1.210163e-012
120000, 0, 2.449382e-012
120000, 0, 3.297354e-012
120000, 0, 7.050119e-012
120000, 0, 8.664171e-012
120000, 0, 5.423132e-012
120000, 0, 3.833674e-012
120000, 0, 5.715604e-012
120000, 0, 2.036396e-012
120000, 0, 6.879507e-013
120000, 0, 2.841311e-012
120000, 0, 4.533636e-012
120000, 0, 6.721211e-012
120000, 0, 3.390548e-012
120000, 0, 2.170376e-012
120000, 0, 3.259335e-012
120000, 0, 3.452291e-012
120000, 0, 2.845289e-012
120000, 0, 7.466918e-013
120000, 0, 2.162835e-012
120000, 0, 4.713185e-012
120000, 0, 3.158963e-012
120000, 0, 8.968898e-013
120000, 0, 1.436269e-012
120000, 0, 2.982716e-012
120000, 0, 4.537993e-013
120000, 0, 4.477130e-013
120000, 0, 1.060785e-011
120000, 0, 8.675812e-013
120000, 0, 4.634182e-012
120000, 0, 3.520612e-012
120000, 0, 1.051455e-012
120000, 0, 7.610071e-012
120000, 0, 1.587108e-012
120000, 0, 6.066532e-012
120000, 0, 1.873629e-012
120000, 0, 2.890000e-012
120000, 0, 6.780881e-012
120000, 0, 1.232167e-012
120000, 0, 1.460314e-012
120000, 0, 1.818498e-012
120000, 0, 3.199921e-012
120000, 0, 1.892371e-012
120000, 0, 5.437222e-012
120000, 0, 2.219958e-012
120000, 0, 5.024459e-013
120000, 0, 2.280216e-012
120000, 0, 2.945318e-012
120000, 0, 2.776713e-012
120000, 0, 1.296497e-012
